genres,app_name,id,year
Racing,Metal War Online: Retribution,412470,2015.0
RPG,Freshly fried shrimps seemed hot additionally named noth,699930,2017.0
Early Access,OBCIDIAN LEGACY,568190,2017.0
RPG,Gunspell - Steam Edition,328100,2014.0
Action,Ix the Interloper - Awesomenauts Character,561556,2017.0
Casual,My Loved Heart,727560,2017.0
Action,Predator/Prey Pack,354427,2015.0
Indie,Fallen Enchantress: Legendary Heroes - Battlegrounds DLC,333040,2014.0
Strategy,Domino Sky,457480,2016.0
Action,Bloodbath,304150,2014.0
Indie,Dynasty Feud - The Night Party,723460,2017.0
Strategy,Rise of Prussia Gold,292760,2013.0
Indie,Monochroma,265830,2014.0
Indie,Angels with Scaly Wings,571880,2017.0
Strategy,Fantasy Grounds - Mythic Monsters #8: Abyssal (PFRPG),718460,2017.0
Adventure,Ropelike,655140,2017.0
Adventure,Voyage to Farland,364790,2015.0
Indie,Rescue Lucy - House Escape DLC #2,498811,2016.0
Simulation,Rocksmith® 2014 Edition – Remastered – Green Day - “21 Guns”,509684,2016.0
Adventure,Nicolas Eymerich The Inquisitor Book II : The Village,297070,2015.0
Free to Play,The Secret of Tremendous Corporation: DLC,384171,2015.0
RPG,Tabletop Simulator - Tiny Epic Quest,610698,2017.0
Adventure,Assassin’s Creed® Rogue - Templar Legacy Pack,339030,2015.0
Casual,Airstrike One,713600,2017.0
Indie,Tompi Jones,370310,2015.0
Action,Wonky Pigeon!,364710,2015.0
Action,Solaroids - Soundtrack (OST),652440,2017.0
Indie,Kuraburo Kai,500760,2016.0
Racing,Disney•Pixar Cars 2: The Video Game,301760,2011.0
Action,"Mafia III: Faster, Baby!",598020,2017.0
Action,Snow Light,329480,2014.0
Free to Play,RoBros,647000,2017.0
Adventure,Ghost 1.0 - Soundtrack,488750,2016.0
Casual,RPS Runner,654670,2017.0
Indie,>//:System.Hack,557330,2017.0
Indie,NakedMan VS The Clothes,592130,2017.0
Adventure,The Whispered World Special Edition,268540,2014.0
Simulation,FURIDASHI - PREMIUM CAR: 1995 MRKII,756721,2017.0
Racing,Tile Rider - Soundtrack,362440,2015.0
Action,Trianga's Project: Battle Splash 2.0,756600,2017.0
Simulation,Trainz Route: Canadian Rocky Mountains - Columbia River Basin,486100,2016.0
Action,4Team,534320,2016.0
Action,Super Laser  Racer,44100,2010.0
Strategy,Metal Waltz: Anime tank girls,581130,2017.0
Adventure,Strawberry Vinegar,407340,2016.0
Strategy,Captain vs Sky Pirates - Forest,754070,2017.0
RPG,Destination Sol,342980,2015.0
Adventure,GTA Online: Shark Cash Cards,376850,2015.0
Simulation,Rocksmith® 2014 – Iron Maiden Song Pack,258353,2013.0
Action,What The Box?,527340,2016.0
Racing,OCEAN CITY RACING: Redux,311400,2016.0
Casual,Signs of Life,263200,2014.0
RPG,Lords of Magic: Special Edition,404040,1997.0
Adventure,Toonstruck,369830,2016.0
Indie,Gaia's Melody: Echoed Melodies,725410,2017.0
Sports,Drift GEAR Racing Free,542780,2016.0
Action,Stonekeep,613240,1995.0
Simulation,Rocksmith® 2014 – R.E.M. - “The One I Love”,271429,2014.0
Indie,BattleRush - US Marine Corps DLC,750490,2017.0
Strategy,"Gremlins, Inc.",369990,2016.0
Indie,Intergalactic Bubbles,351490,2015.0
Animation &amp; Modeling,The Official AppGameKit Tutorial Guide Vol 2,744150,2017.0
Indie,NEStalgia Soundtrack,537410,2016.0
Action,XO-Planets,439730,2015.0
Casual,Bug Battle,752000,2017.0
Racing,Frontiers.io - Expansion Pack 5,761210,2017.0
Action,ARSLAN - Wall Paper Set 1,427675,2016.0
Indie,Pony World 3,364940,2015.0
Adventure,Batman™: Arkham Knight - Robin and Batmobile Skins Pack,401631,2015.0
Simulation,REVERSE SIDE,317730,2015.0
Indie,Ace of Spades: Battle Builder,224540,2012.0
Indie,Omegaland,619870,2017.0
RPG,Gnomes vs. Fairies: Greckel's Quest - OST,575190,2016.0
Action,Sky Force Anniversary,355050,2015.0
Design &amp; Illustration,ePic Character Generator,408930,2015.0
Adventure,An Epic Tale of Redwall : The Scout,656030,2017.0
Indie,Fate Tectonics,379530,2015.0
Casual,Mystika 3 : Awakening of the dragons,652570,2017.0
Strategy,Kosmos DAK Wraith - Awesomenauts Droppod,605960,2017.0
Indie,"SUPER ARMY OF TENTACLES 3, XPACK II.V: Apocalypse Bunny Saves Christmas",717260,2017.0
RPG,Tales of Berseria™ - Attachment Set,528058,2017.0
Action,Torchlight II,200710,2012.0
Free to Play,Faeria - Steam Pack,574570,2017.0
Action,Defiance - Gold Edition,542450,2016.0
Strategy,Genghis Khan / 蒼き狼と白き牝鹿・ジンギスカン,521650,2017.0
Simulation,VRC PRO Deluxe Off-road tracks 2,381790,2015.0
Action,Soldier Front 2,239660,2013.0
Free to Play,The Old Tree,346250,2012.0
Action,Roses and Gems,406690,2016.0
Indie,T.E.C. 3001,280910,2014.0
Action,Dashing Dinos,455290,2016.0
Simulation,Great eSports Manager,671170,2017.0
Simulation,Rocksmith® 2014 – Rupert Holmes - “Escape (The Piña Colada Song)”,294964,2014.0
Adventure,Heavily Armed,554770,2017.0
Indie,Fantasy Grounds - Dungeons & Dragons: The Rise of Tiamat,357350,2015.0
RPG,Apocalypse Hotel: The Thin Blue Line!,446900,2016.0
Casual,Just Deserts - Original Sound Track,507020,2016.0
Casual,Opaline,370660,2017.0
Massively Multiplayer,emoj.io - Wacky Pack,538538,2016.0
Action,Star Rangers™ XE,333340,2016.0
RPG,Ares Omega,405440,2016.0
Strategy,Naval Action,311310,2016.0
Casual,The Adventurer and His Backpack,635410,2017.0
RPG,Detective Hayseed - Hollywood,504380,2016.0
Racing,Rossi Ford Focus Rally car 2009,464290,2016.0
Strategy,HEX: Primal Dawn Bundle,464980,2016.0
Simulation,Trick and Treat - Visual Novel,555210,2016.0
Indie,Reflector: Bug Hunt,638780,2017.0
Simulation,Train Simulator: Rascal & Cottonwood Route Add-On,24028,2009.0
Action,Blast Brawl 2: Bloody Boogaloo,447980,2016.0
Simulation,Train Simulator: InterCity Class 91 Loco Add-On,222625,2014.0
Adventure,Petrichor,709630,2017.0
Simulation,Rocksmith® 2014 – Audioslave - “Like a Stone”,295020,2014.0
Indie,DOG GONE GOLFING,665590,2017.0
Action,Strawberry Banana Surprise (Y),482222,2016.0
Indie,East Tower - Kuon,356550,2013.0
Casual,Piggy Princess,454670,2016.0
Casual,Our Nation's Miner,360040,2015.0
Sports,MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,429904,2016.0
Casual,Heartomics: Slime & Friends,456660,2016.0
Indie,Devoid of Shadows,671900,2017.0
Action,Retool OST,463610,2016.0
Action,Way of the Samurai 3 - Weapon Set,428311,2016.0
Action,Project RPG,455710,2017.0
Action,End of the Mine Soundtrack,551300,2016.0
Action,Anima Gate of Memories - Soundtrack,538930,2016.0
Action,GameGuru Mega Pack 3,321142,2015.0
Casual,Draw a Stickman: EPIC 2,403180,2015.0
Indie,Supreme League of Patriots - Episode 2: Patriot Frames,336710,2015.0
Indie,Anomaly 1729,424320,2015.0
Simulation,Rocksmith® 2014 Edition – Remastered – Beastie Boys - “Fight For Your Right”,509726,2017.0
Adventure,Quantum Conscience - Original Soundtrack,454660,2016.0
Indie,Finque,532700,2016.0
Indie,Outbreak - Rainbow Player Skin,593500,2017.0
Indie,AuroraRL,437890,2016.0
Indie,Star Balls,366050,2015.0
Free to Play,Chronicle: RuneScape Legends - Epic Pack,508771,2016.0
Casual,iBomber Defense Pacific,206690,2012.0
Massively Multiplayer,My Lands: Golden Age - Premium DLC Pack,316500,2014.0
Indie,Eador: Genesis,235660,2009.0
Strategy,Fantasy Grounds - Pathfinder RPG - Bestiary 1 Pack (PFRPG),597420,2017.0
Simulation,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Art Book / デジタル・アートブック,570480,2017.0
Strategy,Monaco: What's Yours Is Mine,113020,2013.0
Indie,Adventure Apes and the Mayan Mystery,461830,2012.0
Casual,Minimalism,585690,2017.0
Adventure,Time Mysteries 3: The Final Enigma,319320,2013.0
Adventure,Infinitum,555670,2017.0
Indie,Amaranthine - Original Soundtrack,465530,2016.0
Strategy,LA Cops,278810,2015.0
Adventure,Gunmetal Arcadia Zero,555610,2016.0
Adventure,Tick Tock Isle Demo,418840,2015.0
Casual,emoj.io - Gourmand Pack,538532,2016.0
Utilities,GameMaker Studio 2 UWP,585610,2017.0
RPG,Runers,306550,2014.0
Adventure,Burgers,385830,2015.0
RPG,Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG),729360,2017.0
Indie,The Last Cargo,593560,2017.0
Simulation,Train Simulator: Dispolok BR 189 Loco Add-On,258645,2014.0
Action,Predator Simulator,369100,2015.0
Adventure,Hide & Hold Out - H2o,377140,2016.0
RPG,Atonement: Scourge of Time,385070,2015.0
Action,Sniper Elite 3 - Sniper Rifles Pack,305184,2014.0
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Landscapes XL,591492,2017.0
Indie,WORLD END ECONOMiCA episode.03,527190,2016.0
Casual,Bouncing Duck Simulator,696560,2017.0
Indie,qop 2,757330,2017.0
RPG,Hyperdimension Neptunia Re;Birth1 Additional Content2 / コンテンツ追加パック２ / 內容補充包２,319018,2015.0
Indie,Iesabel,248710,2013.0
Indie,Survivor Squad,258050,2013.0
Casual,QUBE: Against the Qlock,234570,2013.0
Indie,Trivia Vault: Mini Mixed Trivia 4,710120,2017.0
Indie,Barony,371970,2015.0
Indie,American Truck Simulator - Steering Creations Pack,520550,2016.0
Casual,Trivia Night,628570,2017.0
Indie,Change,765640,2017.0
Casual,Crazy Machines 2 - Invaders from Space,202454,2012.0
Strategy,Forge of Gods: Fantastic Six pack,537320,2016.0
Indie,Painted Legend,508730,2016.0
Massively Multiplayer,MapleStory (Original Game Soundtrack) : Black Heaven,753710,2017.0
Simulation,Where's My Mommy? - Original Soundtrack,446350,2016.0
Simulation,Cities in Motion 2: Metro Madness,225426,2013.0
Indie,Super Toaster X: Learn Japanese RPG,530080,2017.0
Casual,Rocksmith® 2014 – George Baker Selection - “Little Green Bag”,492966,2016.0
Indie,Alien Blitz,434240,2016.0
Casual,Quiplash,351510,2015.0
Adventure,Assassin’s Creed® Rogue - Time Saver: Resource Pack,339033,2015.0
Casual,Rocksmith® 2014 – Queen - “Another One Bites the Dust”,369783,2015.0
Strategy,Mahjong Match,709610,2017.0
Indie,Mark II “Falling Closet” - Awesomenauts Droppod,605951,2017.0
RPG,Heroine Anthem Zero,537990,2016.0
Indie,Pluck,341010,2015.0
Simulation,Pixel Puzzles Ultimate - Puzzle Pack: Dolphins,591498,2017.0
Casual,Rugby League Team Manager 2015,367550,2015.0
Massively Multiplayer,Sport Ultralight Panfish Pack,423368,2016.0
Indie,Achievement Hunter: Urban,695020,2017.0
Simulation,FSX Steam Edition: Toposim Canada Add-On,556219,2017.0
Indie,PRICE - Original Soundtrack（原声OST）,526411,2016.0
RPG,Shakes and Fidget,438040,2016.0
Adventure,Labyrinthian,699410,2017.0
Action,Crazy Pixel Streaker,393460,2016.0
Casual,Orb The Ball,711450,2017.0
Action,Tom Clancy's Rainbow Six® Siege - Smoke Bushido Set,568970,2017.0
Indie,Dog Duty,578690,2017.0
Free to Play,Jigoku Kisetsukan: Sense of the Seasons,368950,2015.0
Massively Multiplayer,Of Guards and Thieves - Map Workshop,666200,2017.0
Action,DARIUSBURST Chronicle Saviours - DoDonPachi Resurrection,496970,2016.0
RPG,Song of the Myrne: What Lies Beneath,333330,2015.0
Casual,The Thirst of Hearts,689360,2017.0
Action,BattleRush - Medium Tanks DLC,739251,2017.0
Simulation,Train Simulator: Falmouth Branch Route Add-On,24096,2010.0
RPG,Don't open the doors! - Original Soundtrack,556100,2016.0
Adventure,Yi and the Thousand Moons,701730,2017.0
Racing,Glacier 3: The Meltdown,267940,2010.0
RPG,Alien Shooter 2 Conscription,211010,2012.0
Simulation,Rocksmith® 2014 – Pixies  - “Wave of Mutilation”,492942,2016.0
Strategy,Epic Manager - Create Your Own Adventuring Agency!,391280,2016.0
Action,Battle Islands: Commanders,445720,2017.0
Adventure,No Man's Sky,275850,2016.0
Action,VRC PRO International Oval On-road tracks Deluxe,574675,2017.0
Simulation,Rocksmith® 2014 – Hit Singles Song Pack IV,390455,2016.0
Casual,Rising Angels: Reborn,321840,2013.0
Strategy,The Curious Expedition OST,408510,2015.0
Adventure,Treeker: The Lost Glasses,369640,2015.0
Casual,Hidden Mysteries: Titanic,369280,2012.0
Action,Horror in the Asylum,428210,2016.0
Early Access,Saurian,587450,2017.0
Indie,Dawn of the Plow,364700,2015.0
RPG,Forward to the Sky Demo,348010,2015.0
Indie,Bystander,674860,2017.0
RPG,Silent Storm Gold Edition,254960,2004.0
Free to Play,COLOR RETRO RACER : TRIALS MODE *6 Lifes*,768856,2017.0
RPG,Fantasy Grounds - Into the Wintery Gale: Raider’s Haul (PFRPG),630270,2017.0
Free to Play,Microtransaction Simulator,689090,2017.0
Simulation,Grass Simulator - Soundtrack,341610,2015.0
Action,Super Trashforce OST,720810,2017.0
Action,Rise & Shine,347290,2017.0
Adventure,The NADI Project,474010,2016.0
Action,Rocket Riot,460190,2016.0
Adventure,Drizzlepath,355760,2015.0
RPG,Pixel Heroes: Byte & Magic - Soundtrack,489590,2016.0
Indie,Hot Tin Roof Soundtrack,348070,2015.0
Indie,MegaSphere Demo,393730,2015.0
Action,Hungry Flame,586970,2017.0
Sports,Quantum Rush Champions Demo,370520,2015.0
Adventure,Fated Souls 3,602790,2017.0
Action,Painkiller Hell & Damnation,214870,2012.0
Casual,Hex: Origins,695420,2017.0
Action,Homefront®: The Revolution - The Guerrilla Care Package,455350,2016.0
Indie,Ix the Interloper - Awesomenauts Character,561556,2017.0
Strategy,Monster Monpiece - Deluxe Pack,586010,2017.0
Strategy,Agarest: Generations of War 2,312790,2015.0
Simulation,Anime Studio Simulator,508230,2016.0
Indie,Shmup Love Boom - Soundtrack,387120,2015.0
Strategy,Tank On Tank Digital - East Front,613870,2017.0
Adventure,Wasteland Gossip,746120,2017.0
RPG,Fantasy Grounds - 0 one's Colorprints #1: Tomb of the Shadow King (Map Pack),609370,2017.0
Simulation,Rocksmith® 2014 – Black Label Society - “Overlord”,436596,2016.0
Indie,Smugglers 5: Invasion,326230,2014.0
Simulation,Computer Tycoon,686680,2017.0
Action,No Time To Explain OST,297550,2014.0
Action,Joint Task Force,6400,2006.0
Adventure,Fitz the Fox,372830,2015.0
Adventure,PuppetShow™: Mystery of Joyville,533060,2016.0
Sports,theHunter™: Call of the Wild - Bearclaw Lite Compound Bow,602310,2017.0
Adventure,East Tower - Akio,354950,2012.0
Strategy,RollerCoaster Tycoon® 3: Platinum,2700,2006.0
Action,Kalimba - The Dark Void - Coop,346071,2015.0
Indie,The Sandbox,265810,2015.0
Adventure,Ninjahtic Mind Tricks,387880,2015.0
Indie,Walk The Light,428130,2016.0
Action,The Polynomial - Space of the music,67000,2010.0
Indie,Anoxemia,338050,2015.0
Action,Clown2Beat,547870,2016.0
Adventure,"Kivi, Toilet and Shotgun",428950,2016.0
Simulation,MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,429903,2016.0
Indie,BeatBlasters III,246800,2014.0
Strategy,Ninja Cats vs Samurai Dogs,260380,2014.0
Simulation,New York Taxi Simulator,446470,2016.0
Simulation,The Terminal 2,313620,2014.0
Strategy,The Magic Circle Demo,377020,2015.0
Indie,Death Skid Marks,326150,2014.0
Simulation,Train Simulator: West Highland Line (South) Route Add-On,277761,2015.0
Simulation,Euro Truck Simulator 2 - Cabin Accessories,388470,2015.0
Action,F.E.A.R.,21090,2005.0
Adventure,Yorkshire Gubbins,716650,2017.0
Strategy,Omerta - The Japanese Incentive,215374,2013.0
Casual,Elems,528670,2016.0
Free to Play,Lunarsea,661830,2017.0
Adventure,Hentai - Soundtrack Of The Year (SOTY),723200,2017.0
RPG,Wizardry 8,245450,2001.0
Casual,Rocksmith® 2014 – No Doubt - “Ex-Girlfriend”,294979,2014.0
Adventure,Enola,263520,2014.0
Indie,Vortex Attack: ボルテックスアタック,357890,2015.0
Free to Play,Pixel Puzzles Ultimate - Puzzle Pack: Coral Reef,591494,2017.0
Utilities,Decent Icons,395760,2017.0
Indie,Aiball: Drunks,490990,2016.0
Action,Tom Clancy's Rainbow Six® Siege - Pro League Mira Set,744836,2017.0
Indie,Reagan Gorbachev,364720,2016.0
RPG,Wizrogue - Labyrinth of Wizardry,494320,2017.0
Early Access,Tier 1,565490,2017.0
RPG,Corpse Party,251270,2016.0
Indie,Sparkour,386470,
Simulation,Lost Summoner Kitty,761140,2018.0
Indie,Toki Tori 2+,201420,2013.0
Action,Mini Ghost,586880,2017.0
Design &amp; Illustration,openCanvas 7,398810,2017.0
Simulation,American Truck Simulator - Christmas Paint Jobs Pack,566890,2016.0
Adventure,The Rosebud Condominium,663120,2017.0
Early Access,Shadow Of Nebula,433960,2016.0
Indie,V: Soundtrack,683420,2017.0
Strategy,Club Manager 2016 - Upgrade to Club Manager 2017,595970,2017.0
Action,The Dropping of The Dead,691130,2017.0
Simulation,Fantasy Kingdom Simulator,482890,2016.0
Indie,The Crowded Party Game Collection,618640,2017.0
Casual,Rocksmith® 2014 – Sum 41 - “We’re All to Blame”,294923,2014.0
Casual,Hero Rush: Mad King,702190,2017.0
Action,Death Stair,444880,2016.0
Action,Suits: A Business RPG,410670,2016.0
Free to Play,Total War Battles: KINGDOM - Starter Pack,480720,2016.0
Action,ClickRaid - Token Resource Collector,757280,2017.0
Video Production,liteCam Game 5:  120 FPS Game Capture + Streamer,428800,2015.0
Action,Cally's Trials,476510,2016.0
Audio Production,liteCam Game 5:  120 FPS Game Capture + Streamer,428800,2015.0
RPG,Fantasy Grounds - Deadlands Noir,317830,2014.0
Strategy,No Pineapple Left Behind,350090,2016.0
Strategy,Royal Offense,615090,2017.0
Simulation,"Rocksmith® 2014 – Mötley Crüe - “Girls, Girls, Girls”",390408,2015.0
Action,Warframe Mirage Prime Access: Eclipse Pack,759101,2017.0
Adventure,Disney's The Lion King,561120,1994.0
Design &amp; Illustration,PD Howler 9.6 Digital Painter and Visual FX box,336530,2015.0
Strategy,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,370730,2015.0
Action,Copy Kitty,349250,2016.0
Simulation,FourChords Guitar Karaoke - Seether Song Pack,537268,2016.0
Action,Cloudbuilt - Through the Fog,307550,2014.0
Indie,Rebound,517190,2016.0
Indie,An Octonaut Odyssey,566320,2017.0
Simulation,Shattered Steel,624060,1996.0
Indie,The Cat and the Coup,95700,2011.0
Casual,FourChords Guitar Karaoke - James Blunt Song Pack,537157,2016.0
Casual,Star Vikings Forever - Soundtrack,538860,2016.0
Action,Ys I & II Chronicles+,223810,2013.0
Indie,Episode 23 - Snow White,261412,2014.0
Massively Multiplayer,Manygolf,635810,2017.0
Utilities,ePic Character Generator - Season #2: Female Fae,488991,2016.0
Adventure,Oblitus,306440,2015.0
Indie,Fantasy Grounds - Village Backdrop : Longbridge (5E),711220,2017.0
Casual,2 Planets Fire and Ice,657110,2017.0
Education,Family Tree Heritage™ Platinum 15 –  Mac,644300,2017.0
Strategy,Free Towns,602180,2017.0
Action,Fieldrunners 2,215710,2013.0
Strategy,Battle Battalions,399660,2015.0
Indie,The Mystery Room,727060,2017.0
Adventure,Etherlords II,270790,2003.0
Action,Cross of the Dutchman - Soundtrack,401380,2015.0
Adventure,DROD: Smitemaster's Selection Expansions 11+12,422201,2016.0
Early Access,No Way Out,572010,2017.0
Casual,Boneless Zombie,383700,2015.0
Indie,Fantasy Grounds - Sci-fi Skin (Savage Worlds),673120,2017.0
Animation &amp; Modeling,Dream Frontiers Environment Pack,647620,2017.0
Action,Ys VIII: Lacrimosa of DANA - Adol’s Adventure Essentials DLC / アドルの冒険必携セット,677690,2017.0
Early Access,Solar Lander,724170,2017.0
Free to Play,HIS - [A6M5] Sakai Saburo Zero Pack,356120,2015.0
Simulation,Train Simulator: Grand Central Class 180 'Adelante' DMU Add-On,277763,2015.0
Massively Multiplayer,My Lands: Hero Courage - Starter DLC Pack,313310,2014.0
Indie,Derpl Zork - Awesomenauts Character,561536,2017.0
Simulation,Star Conflict: Fleet Strength - Mauler,397125,2015.0
Strategy,Pixel Puzzles Ultimate - Puzzle Pack: Urban Decay,591501,2017.0
Strategy,Haque,662540,2017.0
Racing,Matt DiBenedetto Spotter Audio,538350,2016.0
Photo Editing,ePic Character Generator - Season #2: Female Drow Spellcaster,409241,2015.0
Action,Knights of the Sky,347270,1990.0
Indie,Skree - Awesomenauts Character,561550,2017.0
Action,PAC-MAN™ Championship Edition DX+,236450,2013.0
Indie,Kimmy,600660,2017.0
Indie,New York Kennedy [KJFK] airport for Tower!3D Pro,607830,2017.0
Casual,Puzzle Bloc Invasion,653100,2017.0
Indie,Memory's Dogma CODE:01,386970,2016.0
Indie,FEZ Original Soundtrack,224763,2013.0
Strategy,My Lands: Miner’s Luck - Extended DLC Pack,316510,2014.0
Adventure,Spiral Knights: Guardians Armor Pack,206522,2012.0
Action,Incandescent,380550,2015.0
Action,Gem Wars: Attack of the Jiblets,370590,2015.0
Action,Slice the Ice,750740,2017.0
Indie,Talisman - Character Pack #13 - Goblin Shaman,267786,2015.0
Action,Armored Warfare - T-72AV Standard Pack,753460,2017.0
Sports,Streamline Original Sound Track,529200,2016.0
Casual,Castaway Home Designer,656560,2017.0
Action,Photon Flux,632580,2017.0
Casual,The Witch's Yarn,287740,2014.0
Casual,Mabinogi - Spiritual Healing Package,212210,2013.0
Simulation,Rocksmith® 2014 Edition – Remastered – Jefferson Airplane - “Somebody To Love”,509695,2017.0
Adventure,Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,376780,2015.0
Adventure,The Last Mission,691810,2018.0
Racing,VRC PRO Branded cars and components Deluxe,574670,2017.0
Simulation,Rocksmith - Twisted Sister - We're Not Gonna Take It,206164,2012.0
Action,EvilMorph,562490,2017.0
Action,Tiny Toyfare,659630,2017.0
Strategy,Heroes of Normandie: US Rangers,421100,2015.0
Action,Vickinachi,652550,2017.0
Strategy,Beholder,475550,2016.0
Adventure,Tell a Demon - Soundtrack & Bonus Material,679340,2017.0
Casual,Bejeweled 2 Deluxe,3300,2006.0
Simulation,Rocksmith - Blue Oyster Cult Song Pack,222138,2013.0
Early Access,Earthfall,415590,2017.0
Indie,Vaporum,629690,2017.0
Strategy,Fantasy Grounds - White Dragons (Token Pack),620970,2017.0
Indie,Cyber Team Manager,415080,2016.0
RPG,Cosmic Star Heroine,256460,2017.0
Simulation,Rocksmith® 2014 Edition – Remastered – blink-182 Song Pack II,509704,2017.0
Indie,The Hole Story Soundtrack,357970,2015.0
Strategy,SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,226390,2013.0
Strategy,Legends Of Iona RPG,668730,2017.0
Indie,Fantasy Grounds - Deadlands Reloaded: Blood Drive 2,324590,2014.0
Simulation,Amerikanische Stadthäuser,371490,2015.0
Casual,Plandzz,681910,2017.0
Adventure,Assassin’s Creed® IV Black Flag™ - Death Vessel Pack,260473,2013.0
Strategy,Worms Reloaded: Retro Pack,22634,2011.0
Sports,MXGP2 - The Official Motocross Videogame Compact,504810,2016.0
Sports,Death Stair,444880,2016.0
Adventure,Shattered God DEMO,662850,2017.0
Action,Fallen Earth - Survivalist Package,113404,2012.0
Indie,Little Diggel,580960,2017.0
Massively Multiplayer,Hero Battle,463000,2016.0
Simulation,Train Simulator: SW1500 Switcher Loco Add-On,208367,2012.0
Adventure,CAFE 0 ~The Drowned Mermaid~ - Japanese Voice Add-On,336460,2015.0
Indie,BrotherZ,588070,2017.0
RPG,Fantasy Grounds - The Folio: The Complete Roslof Keep Campaign (5E),651630,2017.0
Free to Play,拯救大魔王2 Rescue the Great Demon 2,554640,2016.0
Indie,Eschalon: Book III,257870,2014.0
Simulation,Car Mechanic Simulator 2015 - Total Modifications,361840,2017.0
Adventure,BLACKHOLE Demo,395510,2015.0
Indie,Bloody Trapland,257750,2013.0
Simulation,Crash Test Billy,676550,2017.0
RPG,"Axe, Bow & Staff",432230,2016.0
Indie,Avadon 2: The Corruption,233310,2013.0
RPG,Amazing World™,293500,2014.0
Indie,Fantasy Grounds - Mini-Dungeon #022: Pleasure Den (PFRPG),593450,2017.0
Adventure,Abandoned: Chestnut Lodge Asylum,397970,2012.0
Indie,Hegemony Rome: The Rise of Caesar - Mercenaries Pack,308171,2014.0
Casual,Existence speed,537280,2016.0
Action,The Bureau: XCOM Declassified - Light Plasma Pistol,66001,2013.0
Casual,Zaccaria Pinball - Space Shuttle 2016 Table,570120,2016.0
Sports,Rugby League Team Manager 2018,636460,2017.0
Massively Multiplayer,RIFT - Mummified Power Pack,724840,2017.0
Action,Lex Mortis,348450,2015.0
Adventure,Asdivine Hearts,406110,2016.0
Indie,Winged Sakura: Endless Dream - Art Collection,721880,2017.0
Sports,Epic Mayhem,612430,2017.0
Casual,Rocksmith® 2014 – 311 - “Beautiful Disaster”,294906,2014.0
Indie,Happy Santa,746490,2017.0
Action,"Warhammer 40,000: Space Marine",55150,2011.0
Casual,Pinkman,516480,2017.0
Casual,Atlantis Sky Patrol,51030,2006.0
Action,Mytheon - Egypt Pack,429810,2016.0
Simulation,Influent DLC - Français [Learn French],286963,2014.0
Indie,Dungeons of Dredmor: Realm of the Diggle Gods,98820,2011.0
Simulation,FSX: Steam Edition - Skychaser Add-On,379564,2015.0
Action,Domino Dungeon,718140,2017.0
Casual,Le Havre: The Inland Port,511820,2016.0
Massively Multiplayer,Angeldust,488440,2016.0
Indie,Redrum: Dead Diary,541720,2016.0
Indie,Project Rhombus,735570,2017.0
Casual,Imperi,749710,2017.0
Adventure,The Escapists - Fhurst Peak Correctional Facility,349310,2015.0
Indie,Stained,302870,2014.0
Simulation,Pure Hold'em - 100% Hemp Card Deck,438960,2017.0
Simulation,Zoo Park,307760,2014.0
Adventure,House of Hell,419810,2016.0
Massively Multiplayer,Ragnarok Online 2 - Trendsetter Fashionista's Pack,239380,2013.0
Action,The Pirate: Caribbean Hunt,512470,2016.0
Free to Play,Warface - Crysis Female Nanosuit Pack,616840,2017.0
Action,Mr.President!,507010,2016.0
Adventure,The Last Cargo,593560,2017.0
Sports,MXGP3 - Additional Tracks,607250,2017.0
Action,Battle of Empires: 1914-1918 - Battle of Cambrai,396440,2015.0
RPG,Fantasy Grounds - Mini-Dungeon #030: The Burning Tree of Coilltean Grove (5E),614780,2017.0
Indie,Binding of Isaac: Wrath of the Lamb,113204,2012.0
Simulation,Rocksmith® 2014 – Bush Song Pack,342811,2015.0
Indie,Golem Creation Kit Soundtrack,699520,2017.0
Simulation,Evolvation,510840,2017.0
Adventure,In Verbis Virtus,242840,2015.0
Casual,D Series OFF ROAD Driving Simulation,363430,2015.0
Action,LOG the game,645470,2017.0
Casual,AVSEQ,207670,2012.0
Adventure,Evadine (Character for Occult preRaise),741280,2017.0
Simulation,Ashes of the Singularity: Escalation - Oblivion DLC,520645,2017.0
Indie,Majestic Trials,638060,2017.0
Casual,Drums Hero PC,644610,2017.0
Strategy,Puzzler World 2,200130,2011.0
Indie,Glowing Sokoban,665230,2017.0
Strategy,Pixel Puzzles Ultimate - Puzzle Pack: Volcanoes,591491,2017.0
Software Training,S2ENGINE HD - Medieval Town Pack,500890,2016.0
RPG,South Park™: The Stick of Truth™ - Super Samurai Spaceman Pack,257371,2014.0
Adventure,The Turing Test - Upgrade Pack,508340,2016.0
Casual,a Family of Grave Diggers,383020,2016.0
Action,AquaNimble - Soundtrack,527410,2016.0
Adventure,Cannibal,350800,2015.0
Simulation,Call to Arms,302670,2016.0
Casual,Rocksmith - Pantera 3-Song Pack,222057,2012.0
