user_id,posted,item_id,recommend,sentiment_analysis
76561198064675833,"Posted May 8, 2015.",344760,True,2
76561198085136299,"Posted January 10, 2015.",261640,True,1
Jezza453,Posted January 18.,264240,True,1
76561198079834390,"Posted July 1, 2015.",291210,True,1
Mitch_brawdogger,"Posted February 10, 2015.",206420,True,0
76561198082516370,"Posted October 7, 2014.",322070,True,2
76561198061157859,"Posted February 19, 2014.",218680,True,1
Highpancake,"Posted October 17, 2015.",291550,True,1
76561198110727918,"Posted May 9, 2014.",236390,True,1
JokersLounge_,Posted August 17.,333930,True,1
kmcoole,"Posted January 11, 2014.",35720,True,2
76561198059301330,"Posted October 15, 2014.",301520,True,1
ETomb,"Posted May 27, 2015.",238370,True,0
76561198049916759,"Posted July 2, 2015.",219990,True,2
76561198046710923,Posted May 31.,356570,True,2
76561198049041002,"Posted December 28, 2013.",8930,True,2
fallenrecruit,"Posted December 27, 2015.",620,True,2
K1NGCJS,"Posted July 22, 2015.",368990,True,1
bawblybooiscommingtoeatyou,"Posted November 7, 2015.",359050,True,2
TheKiwiMantis,"Posted January 29, 2014.",252490,True,0
76561198007799026,"Posted January 3, 2011.",4760,True,2
76561198040774797,"Posted June 26, 2014.",24010,True,1
spideyhero1,"Posted September 11, 2014.",322010,True,2
FadedTemplar,"Posted December 12, 2010.",1250,True,2
AriakWolf,"Posted January 11, 2015.",285480,True,0
76561198052955798,"Posted December 28, 2013.",224540,True,1
entirionn,"Posted July 1, 2014.",268750,True,2
niconicolii,"Posted November 26, 2015.",319630,True,1
banksyyo,"Posted February 12, 2014.",12140,True,0
MrLittleBoop,"Posted July 21, 2015.",304050,True,0
EndercashZ,Posted February 24.,215080,True,1
couchstyle,Posted January 19.,289090,True,0
76561198089699297,"Posted September 30, 2014.",224260,True,1
76561198079218488,"Posted October 11, 2014.",266070,True,1
BlackadderV,"Posted February 13, 2012.",8190,True,0
watters81,"Posted July 24, 2014.",248820,True,2
droccteclemon,"Posted December 21, 2014.",730,True,2
76561198072174851,"Posted June 19, 2015.",204300,True,2
chargae,Posted July 8.,440,True,2
76561198065084226,"Posted February 22, 2015.",218620,True,1
t1e57o,"Posted July 10, 2014.",264360,True,2
Playerupjack,Posted January 16.,368900,False,1
code10009,"Posted November 26, 2013.",47890,True,1
LuckUnbeatable,"Posted December 19, 2014.",230410,True,2
TheGamingHeadcrab,"Posted December 8, 2013.",200210,False,1
PurpleNedKelly,Posted April 23.,204880,True,1
vds-express,"Posted December 30, 2013.",204360,True,1
Spoodzz,"Posted April 26, 2014.",440,True,2
EliteCookies,"Posted March 12, 2013.",440,True,2
S2xDs2,"Posted September 9, 2014.",50300,True,2
whitelight6,"Posted January 27, 2014.",17410,True,2
76561198077530172,Posted July 14.,273350,False,0
combatwombat893,"Posted March 17, 2014.",204100,False,1
76561198080748313,"Posted August 5, 2015.",50300,True,2
joaxinrisas,"Posted February 25, 2014.",207610,True,1
bhim_a_saurus,"Posted March 14, 2015.",319510,True,0
doctorwho1233,"Posted April 7, 2013.",200260,True,1
WonderTop,"Posted December 20, 2014.",204300,True,1
76561198030054759,"Posted January 4, 2014.",105600,True,1
CallTheKiller111,"Posted August 27, 2014.",440,True,1
SuperRowando,Posted May 12.,8930,True,2
denglong,"Posted May 28, 2013.",211400,True,2
FadedTemplar,"Posted December 27, 2011.",72850,True,2
Bongholio,"Posted June 26, 2014.",440,True,2
76561198094663718,"Posted November 23, 2014.",200510,True,1
76561198097976037,Posted May 4.,17500,True,1
flame1312,Posted February 11.,234190,True,1
76561198003480679,"Posted June 24, 2013.",42910,True,2
76561198045621089,"Posted January 8, 2014.",221100,True,1
Pemalite,"Posted February 26, 2015.",244160,True,2
76561198078799569,"Posted April 13, 2014.",570,True,2
76561198132730100,"Posted July 31, 2015.",10180,True,2
76561198015398411,Posted January 23.,391730,True,2
76561198031799016,"Posted June 21, 2015.",49520,True,2
SherbetSnek,"Posted July 4, 2014.",31280,True,1
LORDPESADAO,Posted August 25.,440,True,2
yellomit2k,"Posted September 12, 2013.",206420,True,2
76561198087681999,"Posted October 24, 2015.",304930,True,1
auzou,"Posted June 21, 2014.",248820,True,1
76561198084567211,"Posted November 6, 2015.",304930,True,0
SyvWolf,Posted February 23.,298630,True,1
als7160,"Posted February 20, 2014.",4000,True,1
EthanDennisMcKormick,"Posted January 25, 2014.",550,True,2
76561198083477915,"Posted March 12, 2014.",440,True,1
wcLorent,"Posted January 20, 2014.",102820,False,1
InviaObscura,"Posted June 11, 2015.",332970,False,2
76561198059232168,"Posted June 8, 2015.",301640,True,1
C38_76_88,"Posted March 12, 2015.",730,True,1
37755753,"Posted January 10, 2014.",248800,True,2
utarran,"Posted June 15, 2014.",218620,True,2
76561198053248819,"Posted February 1, 2014.",261820,True,1
76561198090658129,"Posted May 7, 2015.",730,True,2
SuchGayMuchWow,"Posted July 18, 2015.",730,True,1
pajelder,"Posted October 27, 2014.",292630,False,1
76561198123074348,"Posted December 6, 2014.",4000,True,2
76561198071689235,Posted January 6.,303390,False,0
slightlybetterthanjesus,"Posted August 4, 2014.",570,True,1
76561198034940671,"Posted January 10, 2014.",550,True,0
76561198092545243,"Posted July 4, 2014.",730,True,0
AdamRE6,"Posted June 19, 2015.",204300,True,2
GlaLoid,"Posted April 13, 2014.",72850,True,1
myassisgreen,"Posted January 28, 2014.",223710,True,2
dream2506,"Posted September 16, 2015.",338170,True,1
76561198116462043,"Posted December 23, 2014.",298630,True,0
potatokid2009,"Posted June 15, 2014.",10180,False,2
SKELETRONPRIMEISOP,"Posted August 9, 2014.",304930,True,2
13305678912,"Posted November 29, 2014.",570,True,1
proletar666,"Posted November 22, 2014.",331470,True,1
auschandler,"Posted January 21, 2011.",400,True,2
SabreHound,"Posted July 9, 2014.",238460,True,0
padraigotreanor,Posted August 11.,326460,True,1
76561198055670224,Posted April 20.,212680,True,0
Big_Kill,"Posted February 2, 2014.",570,False,1
haballman,"Posted January 18, 2015.",730,True,2
nicefellow,"Posted January 14, 2015.",440,True,1
LegendTom,"Posted December 27, 2014.",268750,True,2
76561198049755802,"Posted June 24, 2014.",40800,True,1
o18824,"Posted May 13, 2014.",4000,True,2
qwertysmosh,"Posted May 13, 2015.",204300,True,2
turdicles,"Posted January 11, 2015.",440,True,2
76561198071457723,"Posted May 23, 2014.",221100,True,1
arodriguezhd,"Posted March 26, 2014.",205100,True,2
aligindahousebabykosha,"Posted June 10, 2015.",730,True,2
akavirikatana,"Posted December 23, 2014.",104900,True,1
corthesi220,"Posted October 11, 2014.",570,True,0
76561198134580826,Posted March 27.,299360,True,2
76561198053891302,Posted August 23.,72000,True,2
janope,"Posted July 10, 2014.",730,True,0
Zewaffleman,"Posted March 1, 2012.",72850,True,1
Markodevil,"Posted June 17, 2015.",57300,True,1
76561198095920833,"Posted July 12, 2014.",48700,True,2
tadlicated,"Posted December 31, 2015.",206500,True,2
76561198030804350,"Posted June 21, 2014.",570,True,2
76561198083902227,"Posted January 24, 2015.",440,True,1
sayan9001,"Posted September 27, 2015.",440,True,2
ghillieboy,"Posted September 10, 2015.",339350,True,1
lizzy_lou11,"Posted July 1, 2013.",215530,True,2
Predator_XD,"Posted April 1, 2015.",218620,True,1
Tekstorm,"Posted February 19, 2015.",249130,True,2
Respected_Elder,"Posted June 20, 2014.",224760,True,2
leslam,Posted April 16.,374320,True,2
HeardTangent,"Posted June 27, 2015.",105600,True,2
76561198041992677,"Posted May 11, 2014.",204300,False,1
76561198022404680,"Posted October 14, 2014.",99810,True,2
blablabla174,"Posted December 20, 2015.",730,True,1
bonzeye3,"Posted February 14, 2015.",24010,True,1
DarkKnight2599,Posted August 12.,4000,True,2
dbctvhdofficial,"Posted December 19, 2013.",220780,True,1
Dythoras,Posted September 17.,409710,True,2
DemonicWolvz,"Posted January 15, 2015.",55230,True,2
TACOTACOTACOCAT,"Posted January 14, 2014.",440,True,2
76561198105480035,"Posted December 3, 2013.",440,True,1
ryukahtk,"Posted July 8, 2014.",43160,True,2
Zejus,Posted August 7.,346330,False,1
Lacuspop,Posted March 6.,224500,False,1
76561198077092391,"Posted November 23, 2015.",263980,True,2
EpsiloN22,"Posted April 14, 2014.",9900,False,0
Gray_Fox993,"Posted April 6, 2014.",224260,True,1
b1gb007yb17ch3s,"Posted May 24, 2013.",223710,True,1
76561198134334226,"Posted November 20, 2015.",233450,True,1
tundersky,"Posted November 22, 2015.",244850,True,2
76561198075205060,Posted January 30.,218620,False,1
76561198077102914,Posted May 21.,230410,True,2
Kusaryuu,"Posted July 10, 2015.",370150,True,1
76561198112871140,"Posted February 12, 2015.",306460,True,1
romejanic,"Posted December 2, 2015.",417860,True,1
Slynx_,"Posted January 21, 2014.",209160,False,0
canepa98,"Posted September 24, 2015.",346900,True,2
76561198079031371,"Posted June 10, 2015.",374570,True,1
76561198073201686,Posted April 17.,335240,False,1
lolsnipertroll45,"Posted December 25, 2013.",224260,True,2
flame1312,"Posted July 3, 2015.",301520,True,1
76561198067106876,"Posted September 6, 2014.",730,True,2
kuroTENSHI_bread,"Posted December 17, 2013.",440,True,2
76561198031553174,"Posted December 18, 2013.",440,True,2
76561198081436358,"Posted December 1, 2014.",233250,True,1
smellyshorts,"Posted June 1, 2015.",730,True,0
76561198062279725,"Posted September 11, 2015.",570,False,1
76561198010391123,"Posted April 2, 2014.",220200,True,2
76561198060027840,"Posted October 15, 2015.",218620,True,1
crapmingo,"Posted April 30, 2014.",440,True,0
Thisbananaistastyfam,"Posted March 30, 2015.",334230,True,2
purpledragonfun,"Posted January 18, 2013.",21090,True,0
BleachedBatman,"Posted March 21, 2014.",72850,True,2
DasKrow,"Posted September 23, 2014.",236510,True,2
76561198029566748,"Posted October 5, 2014.",219150,True,1
meekaplier,"Posted October 16, 2015.",232430,True,2
evilrussell117,Posted May 16.,218230,False,1
76561198049711406,"Posted December 31, 2014.",7670,True,2
76561198069492897,"Posted June 29, 2014.",251170,True,2
76561198067914627,Posted July 2.,8870,True,1
76561198056392712,"Posted March 28, 2014.",49600,True,1
mmaddogtm,"Posted May 21, 2014.",224760,True,2
76561198123037740,"Posted August 2, 2014.",4000,True,1
NexusAU,"Posted March 20, 2014.",223670,True,0
Vincebro,"Posted December 21, 2014.",304930,False,0
dirklah,"Posted April 23, 2015.",72850,False,0
76561198090341048,"Posted June 21, 2014.",267550,True,1
Mir007,"Posted March 31, 2015.",9900,False,2
ShrikeShrikeShrikeShrikeShrike,"Posted July 2, 2014.",238460,True,1
76561198089772554,"Posted March 31, 2015.",304730,True,2
Whoppaz,Posted May 4.,271240,True,2
76561198048016956,"Posted November 11, 2013.",32800,True,2
ruludo,"Posted August 6, 2014.",570,True,1
76561198067466605,Posted June 15.,433850,True,1
C14M8S,"Posted May 9, 2014.",99900,False,1
FinNaLe,"Posted March 13, 2015.",730,True,2
notmeisreal,"Posted June 21, 2014.",224260,True,2
HAPPi420,"Posted December 26, 2013.",105600,True,1
possessioniskey,"Posted May 17, 2014.",113400,True,2
76561198083368303,"Posted April 10, 2014.",218620,True,2
duzim,Posted July 9.,273350,True,1
bhSBM,"Posted May 8, 2015.",730,True,2
larrybob4224,"Posted April 14, 2015.",12110,True,2
suckmynya,"Posted May 23, 2015.",249380,True,1
Caveknight5,"Posted January 31, 2014.",208090,True,2
vitorgamer115,Posted July 6.,200210,False,1
pjc001,"Posted January 16, 2015.",295110,True,2
76561198065337651,"Posted August 31, 2015.",391720,True,0
76561198090332398,"Posted December 5, 2014.",228760,False,1
LinnieLin,"Posted November 7, 2015.",315660,True,2
kushikushigani,"Posted July 19, 2014.",440,True,1
95MAY,Posted August 28.,304930,True,1
76561198057950387,Posted September 5.,115100,True,2
Kyle_The_Great,"Posted February 1, 2015.",221100,True,2
LordRascus,"Posted January 6, 2015.",440,True,2
Alzucard,Posted July 31.,369200,False,1
76561198104785377,"Posted June 26, 2014.",203160,True,1
76561198175551711,Posted June 26.,280790,True,1
00454211432342,Posted June 25.,440,True,1
76561198043147411,"Posted June 23, 2014.",620,True,2
twinturboskyline,"Posted September 27, 2014.",1250,True,1
76561198075565282,Posted September 17.,427100,True,2
Xasion,"Posted January 25, 2013.",15120,True,2
BigSmokePhil,"Posted December 28, 2013.",241540,True,2
Dazzle_Ace,Posted June 5.,226320,True,1
kyleultra128,"Posted December 24, 2012.",49520,True,2
Cab117,"Posted October 1, 2013.",72850,True,1
thatfiloguy,"Posted January 11, 2014.",440,True,2
512356,"Posted August 4, 2012.",70,True,1
SOHTails,"Posted June 26, 2014.",550,True,1
JunG00berfuckingsucks,"Posted December 1, 2014.",1250,True,1
76561198115328277,"Posted December 13, 2015.",243870,True,1
76561198067243010,"Posted November 14, 2015.",34010,True,2
76561198151855034,"Posted February 20, 2015.",730,True,2
76561198060859342,"Posted September 17, 2014.",313740,True,2
lucky-seven,"Posted July 11, 2014.",242720,False,2
76561198066794851,Posted January 29.,730,True,1
76561198093624785,"Posted June 17, 2014.",440,True,1
76561198101581044,"Posted August 14, 2014.",440,True,2
76561198059715439,"Posted June 19, 2014.",253710,False,1
76561198093148567,Posted May 14.,466910,False,0
cato_,"Posted April 14, 2015.",271590,True,0
zerzang,"Posted March 27, 2014.",570,True,1
76561198063274178,"Posted October 15, 2012.",200210,True,1
andyloveerin,Posted January 6.,730,True,1
Fishfacecupcake,Posted January 21.,21690,True,2
ahahahahbanter,"Posted May 5, 2015.",730,True,2
Norf_Norf,"Posted January 25, 2014.",221100,True,1
SuchMisfortuneMan,"Posted October 19, 2015.",385800,True,1
toptinkerintheworld,"Posted November 3, 2014.",204340,False,1
XXX_BLUNT_XXX,"Posted December 21, 2014.",440,True,1
76561198045884541,"Posted March 22, 2014.",245550,True,2
FrodsTW,"Posted March 20, 2015.",109600,True,1
MAXFAX28,"Posted November 8, 2015.",40800,False,1
76561198064380004,"Posted July 3, 2013.",241600,True,2
MuellerJ7,"Posted October 10, 2014.",202170,False,1
Dragonzarefriendly,"Posted April 8, 2015.",204180,True,2
imactuallymlg,"Posted June 5, 2014.",440,True,2
mD_,"Posted June 30, 2014.",570,True,1
76561198050026278,"Posted February 21, 2014.",230410,True,1
marko101,Posted September 11.,22300,True,1
wettube,"Posted January 5, 2014.",12210,True,2
rootEnginear,"Posted March 19, 2015.",346120,True,2
Hazgrid,"Posted October 11, 2012.",205100,True,2
ryanwh,"Posted January 28, 2014.",730,True,1
mexz1999,"Posted October 18, 2014.",221180,True,2
ReconG,Posted March 18.,440,True,2
Parappatherapperisbest,"Posted December 19, 2015.",319140,True,2
javancat,"Posted July 13, 2014.",730,True,2
76561198076519474,"Posted December 8, 2014.",17410,True,2
skaarh,Posted January 2.,322170,True,1
bonsta13,"Posted April 15, 2014.",111900,True,0
Royal22,"Posted July 29, 2014.",2600,True,2
76561198100811093,"Posted September 28, 2014.",211820,True,2
76561198060177356,"Posted September 23, 2014.",99900,True,1
ayanpruggerBR,"Posted December 8, 2015.",346900,True,1
DaBiff,"Posted January 12, 2014.",236090,True,2
76561198090331907,"Posted December 13, 2013.",200510,True,2
tankmannz,"Posted March 2, 2014.",200510,True,1
76561198057834414,"Posted April 1, 2014.",220200,True,2
76561198060833105,"Posted January 17, 2014.",206420,True,1
76561198078604887,Posted January 5.,322170,True,1
goddeitysaviour,"Posted December 6, 2014.",1250,False,2
76561198075983645,Posted February 8.,730,True,1
sam_broomby,"Posted February 16, 2015.",72850,True,1
210519992016,"Posted May 9, 2015.",109600,False,1
Spoongegarred,"Posted July 29, 2015.",304930,True,1
supermenace,Posted February 19.,236370,True,2
76561198068831727,"Posted October 25, 2015.",8870,True,2
76561198048353577,Posted May 16.,4000,True,1
John_J_Rambo,"Posted April 9, 2015.",304930,False,1
Day_Walker_Night_Stalker2,Posted January 8.,570,True,1
76561198073712906,"Posted November 28, 2014.",296050,True,1
Rotinaj,"Posted December 31, 2013.",252490,True,1
paknsave,"Posted April 10, 2015.",218230,True,0
76561198072411281,"Posted January 31, 2014.",105600,True,2
spudkins,"Posted October 31, 2014.",620,True,2
r3koil,"Posted June 21, 2014.",440,True,2
inconsequential,"Posted December 30, 2014.",219740,True,1
76561198075552656,"Posted August 8, 2015.",261640,True,1
76561198140052687,Posted March 16.,346110,True,2
Haydosnub,"Posted December 30, 2013.",219150,True,2
76561198068629778,Posted June 3.,346110,True,1
76561198074468075,"Posted November 26, 2015.",224260,True,1
76561198042163355,"Posted December 12, 2013.",24010,True,2
noheckgiver,"Posted April 5, 2014.",242050,True,2
caiowulf,"Posted October 6, 2015.",385270,False,1
76561198019617935,"Posted July 21, 2015.",730,True,1
76561198074763789,"Posted January 28, 2015.",317360,True,2
NocturnalPotato,Posted January 14.,355180,True,2
onimasa803,"Posted February 13, 2014.",70000,True,2
76561198026200381,"Posted December 27, 2015.",550,True,0
gamerkung1,Posted June 26.,433850,True,2
76561198094966673,"Posted December 1, 2015.",730,True,0
76561198004011791,"Posted August 15, 2015.",284460,True,2
76561198065624511,"Posted November 6, 2015.",29800,True,2
gksrmftmxk12,"Posted April 29, 2014.",239160,True,1
MyZan1ty,Posted July 31.,244730,True,1
toeler,"Posted August 30, 2015.",344850,False,2
Noongar12,"Posted December 2, 2013.",218230,True,1
76561198078336140,Posted January 2.,305620,True,1
Edgy1,"Posted November 24, 2015.",415030,True,1
Doweis,Posted May 19.,435881,True,1
76561198062411680,Posted September 11.,427520,True,1
76561198072486822,"Posted June 22, 2015.",218620,True,0
ThomWin,"Posted May 24, 2014.",570,True,2
PandaCorn666,"Posted May 29, 2015.",42160,False,1
TheZomyo,"Posted February 16, 2014.",221100,True,1
Egplnt,"Posted July 24, 2015.",388090,True,1
InstigatorAU,"Posted October 30, 2015.",370100,True,2
HoxtonBreakOutNet,"Posted July 10, 2015.",304050,True,1
seblyftw,"Posted June 3, 2014.",440,True,2
robinisamazing,"Posted January 28, 2014.",252490,True,2
76561198072746635,"Posted November 24, 2014.",33930,True,2
jtrkyr,"Posted June 18, 2015.",261640,False,0
76561198165671770,"Posted May 20, 2015.",263060,True,1
76561198071238400,"Posted June 11, 2013.",227300,True,2
Caelstrasza,"Posted May 15, 2015.",335330,False,2
T0talN1nja,"Posted November 26, 2013.",21090,True,0
76561198071154641,"Posted January 9, 2014.",440,True,1
prohan,"Posted February 9, 2014.",108710,True,2
76561198058805259,"Posted April 16, 2014.",221100,True,1
76561198050012972,"Posted June 28, 2014.",218230,True,1
Slavonic,Posted March 10.,252950,True,2
Kyubi99,"Posted October 14, 2014.",207230,True,2
76561198015179413,Posted January 10.,295110,True,1
ThatMexicanGuy,"Posted March 28, 2015.",260230,True,1
mrmutantduck,"Posted September 7, 2013.",4000,True,1
76561198007988877,Posted April 20.,242860,True,2
sovietbus,"Posted February 1, 2014.",247020,True,2
76561198051906675,"Posted November 5, 2014.",250900,True,2
SuperVegito45,"Posted January 6, 2015.",302830,False,0
CockInCider,"Posted January 3, 2014.",113200,True,2
benjisponge,"Posted June 6, 2014.",440,True,1
OfficialSenix,"Posted November 20, 2015.",311210,False,2
DogeWithDaSwegAndDew,"Posted October 10, 2015.",265930,True,1
madfighter44,"Posted January 19, 2014.",237110,True,2
LukasYip,"Posted June 1, 2015.",304930,True,2
76561198058892591,"Posted March 21, 2014.",440,True,2
-Zovix-,Posted July 29.,730,True,1
camo88,"Posted January 21, 2014.",240,True,2
76561198025976606,"Posted December 4, 2014.",218230,True,0
blacknigel,"Posted June 21, 2014.",40800,True,0
rattlesn,"Posted December 4, 2015.",377160,True,1
76561198024310116,"Posted August 19, 2015.",218230,False,0
76561198063929141,Posted January 29.,730,True,1
76561198034573935,"Posted April 6, 2014.",220200,True,2
MLGDominatorGaming,Posted March 22.,304930,True,2
76561198094656207,"Posted March 10, 2014.",440,True,2
76561198066046412,"Posted December 28, 2015.",359320,False,1
76561198028363291,Posted September 7.,105600,False,0
MrEdIsAHorse,Posted April 1.,407060,True,2
Crafe,"Posted November 15, 2015.",332500,True,2
mazzarc,"Posted January 4, 2014.",220440,True,2
76561198044346263,Posted January 25.,242680,True,0
76561198015802290,Posted August 25.,291410,True,2
e-a-g-l-e-s_eagles,"Posted November 29, 2014.",22380,True,2
76561198048350991,"Posted August 31, 2015.",218620,True,2
DieMadchenschanderin,"Posted June 14, 2013.",227680,False,2
Sandallman,"Posted July 10, 2013.",113200,True,1
reflexaus,"Posted April 17, 2015.",4000,True,1
RazorSpark,"Posted December 15, 2013.",211820,True,1
kurbi-wan_kenobi,"Posted November 2, 2015.",271590,True,1
gaboqse,Posted May 25.,108800,False,1
76561198036161390,"Posted March 13, 2014.",200210,False,1
gg3ds,"Posted July 19, 2012.",24240,True,2
76561197976404001,"Posted February 28, 2014.",239160,True,1
TridentLake73,"Posted February 10, 2014.",22600,True,2
Grizzle-_-99,Posted June 7.,437220,False,2
76561198045940593,"Posted March 24, 2015.",236430,False,2
76561198089768747,Posted April 29.,218620,True,1
probablynotzach,"Posted December 23, 2014.",236430,True,0
quangcaol,"Posted December 25, 2013.",550,True,2
76561198081154848,Posted May 22.,355840,True,1
guygu6,"Posted April 5, 2015.",248820,True,1
bermudablue,Posted February 19.,242680,True,1
abutlin,"Posted September 24, 2015.",401190,True,2
FatPimp,"Posted July 17, 2015.",271590,True,2
ShadowBlade44RTM,Posted March 28.,413150,True,1
GamerFag,"Posted December 16, 2010.",1250,True,2
D3LTAS-L1GHT,"Posted December 1, 2013.",440,True,2
76561198077596124,"Posted November 10, 2015.",299360,False,1
Kryskk,"Posted December 30, 2015.",393420,True,0
76561198101976562,Posted July 9.,391220,True,2
53112195114,"Posted May 24, 2014.",4000,True,1
76561198063316459,"Posted October 15, 2014.",304930,True,1
savegamereview,"Posted February 14, 2014.",440,True,2
76561198086160648,"Posted March 19, 2014.",264140,True,2
76561198048754660,"Posted October 11, 2014.",236390,True,2
thekushcorner,"Posted April 14, 2014.",91310,True,2
76561198040786220,"Posted December 11, 2014.",263280,True,2
fiTcherino,"Posted June 1, 2014.",4000,True,1
76561198045148009,"Posted May 14, 2014.",239350,True,1
76561198101082014,"Posted August 4, 2015.",49520,False,1
76561198111206146,"Posted March 22, 2015.",17410,False,0
William321,"Posted July 3, 2015.",319510,True,1
76561198007070577,Posted July 18.,219640,True,1
76561198018648501,"Posted March 1, 2014.",223710,True,0
DuffBeer1,"Posted April 11, 2014.",233450,False,1
SoTotallyPro,"Posted July 16, 2013.",440,True,2
76561198084489567,Posted April 9.,570,True,1
fearedwolf64,Posted August 4.,381210,True,1
76561198140607750,"Posted October 29, 2014.",307290,False,1
blebleh,"Posted March 19, 2015.",730,False,1
76561198095512109,"Posted June 25, 2014.",232430,False,1
Onlyme88,Posted January 19.,295110,True,1
76561198097453305,"Posted February 4, 2015.",440,True,2
76561198040726300,Posted April 30.,437220,True,1
vacteamonthecase,"Posted February 25, 2014.",440,True,2
putthatthingbackwhereitcamefrom,"Posted November 8, 2014.",301520,True,2
76561198059936479,"Posted October 24, 2014.",206190,False,1
Thelugomes,Posted July 25.,105600,True,1
ZONEcold,Posted March 30.,264710,True,1
norsktf,"Posted April 29, 2015.",4000,True,1
76561198000000222,"Posted July 13, 2015.",219150,True,1
aidenisbae,"Posted July 19, 2014.",227100,False,1
sikkentm98,"Posted December 19, 2014.",221100,False,1
justgamingXD,"Posted June 30, 2015.",72850,True,2
76561198097932115,"Posted May 4, 2014.",730,True,2
ZevereKryor,Posted January 16.,730,True,2
76561198046474248,"Posted July 25, 2015.",3590,True,1
76561198043130826,"Posted March 6, 2014.",15300,True,2
amagamissisbest,"Posted December 22, 2013.",570,True,2
shamboa-58,"Posted February 3, 2014.",247140,True,2
18082001,"Posted March 30, 2015.",227300,True,1
9k42c60d,"Posted November 2, 2014.",301520,True,2
76561198063274178,"Posted October 14, 2012.",4000,True,1
FrostyByte,"Posted December 9, 2015.",35450,True,1
BecHyIIIka,"Posted April 28, 2015.",263980,True,1
samurottman,"Posted July 23, 2014.",250760,True,1
76561198097621779,Posted July 13.,277430,True,2
76561197989634859,"Posted December 19, 2013.",209000,True,2
76561198083486648,"Posted December 29, 2013.",252490,True,1
76561198080444143,"Posted September 13, 2015.",48700,True,2
FaggotofWisdom,"Posted January 24, 2014.",211820,True,2
obcs,"Posted April 17, 2014.",209670,True,2
Naxishere,"Posted October 23, 2015.",252950,True,1
76561198073446384,Posted May 23.,218620,True,2
AussieAidan,"Posted November 22, 2015.",333950,False,1
TheSilentShadeNZ,"Posted January 8, 2015.",266840,True,2
76561198088408984,"Posted December 28, 2015.",236390,False,1
doyouevensmokeweed,"Posted April 7, 2015.",250340,False,1
serafiki,"Posted July 14, 2014.",293900,True,1
PurpleNedKelly,Posted May 8.,48700,True,2
Wolfrexicorn,"Posted June 13, 2014.",8190,True,2
Leb4Lyfe,"Posted January 3, 2014.",200710,True,2
Yugm,"Posted February 24, 2014.",4000,True,1
76561198104204975,"Posted April 29, 2014.",268750,True,2
impurepaladin,"Posted March 24, 2013.",219340,True,2
richershade,"Posted September 24, 2014.",236450,True,2
PintoProAlto,"Posted April 6, 2013.",620,True,2
76561198061187428,"Posted December 25, 2014.",214490,True,1
76561198046378596,"Posted December 27, 2013.",261030,True,2
76561198103361900,"Posted October 31, 2014.",219640,True,1
geraldtan35,"Posted November 7, 2015.",440,True,1
76561198137164994,"Posted June 12, 2015.",730,True,1
76561198084019281,"Posted April 29, 2015.",346900,True,2
WillZENex,"Posted February 28, 2015.",730,True,2
Michaelele,"Posted August 21, 2014.",107410,True,2
Gypsyisgayfuk,"Posted January 12, 2014.",550,True,0
AndoCommando24,"Posted April 12, 2014.",440,True,1
princemart,Posted May 12.,274290,True,1
raelwhiteout,Posted April 23.,346110,True,2
psn_jmcgamer12,"Posted December 9, 2015.",730,True,1
koreansalt,"Posted July 18, 2014.",440,True,2
FD_GOD_BR,"Posted October 31, 2015.",238320,True,1
unLimitieDx,"Posted June 23, 2014.",49520,True,1
teerakron,"Posted October 19, 2012.",206210,True,1
dudutp_20,"Posted July 9, 2015.",363970,True,1
Ninjabunny13,"Posted May 22, 2015.",232430,True,1
76561198011369854,"Posted February 13, 2015.",299860,True,1
gamerxxx21,"Posted January 21, 2014.",42160,True,2
kiezi101,"Posted August 7, 2014.",252490,True,2
Poopsnugg,Posted August 13.,275850,True,0
420NigelGaming420,Posted January 9.,304050,True,2
Parappatherapperisbest,"Posted October 29, 2014.",8190,True,2
urahomo,"Posted February 18, 2014.",8930,True,2
76561197991872030,"Posted February 4, 2014.",236390,True,2
76561198067805986,Posted April 25.,437220,True,2
esema1234,"Posted January 21, 2014.",224260,True,1
luketheclock,"Posted July 16, 2015.",730,True,1
76561198043505113,"Posted January 23, 2014.",200210,True,0
MrEdskiies,Posted April 29.,461680,True,1
burningspoke,"Posted October 1, 2014.",243870,False,2
corthesi220,"Posted February 28, 2015.",208090,True,2
westy38,"Posted January 31, 2014.",203140,True,2
pedrosomar,"Posted December 11, 2013.",224260,True,2
Blood_and_Bone,Posted February 6.,570,True,2
76561198068691029,"Posted April 21, 2014.",113200,True,2
76561198089621910,"Posted October 14, 2015.",233450,True,0
FloppyMop,"Posted July 4, 2015.",730,True,1
76561198070997482,"Posted December 13, 2014.",35450,True,2
Dplayedition,"Posted November 9, 2014.",327410,True,1
tomJ420,Posted July 4.,286971,True,2
dojija,"Posted October 4, 2015.",730,True,1
lightfrog94,"Posted July 9, 2012.",42910,True,0
bryanURU,"Posted June 22, 2015.",252490,True,1
76561198044023118,"Posted December 22, 2014.",256410,True,1
Xyphien,"Posted July 10, 2015.",291550,True,2
76561198078746179,"Posted December 30, 2013.",440,True,1
76561198062377940,"Posted September 7, 2015.",346900,True,1
76561198075532361,"Posted March 4, 2013.",208480,True,2
76561198078767295,Posted June 11.,489700,True,2
senastheminer,Posted August 17.,317400,True,1
76561198010698336,Posted January 23.,4700,True,2
